"row.id","col.id","PRIMARY_NAME_SF","LOCATION_ADDRESS_SF","CITY_NAME_SF","geometry.x","location_name_PFOA","location_PFOA","geometry.y"
"1",5,10,"EARECKSON AIR STATION USAF","SHEMYA ISLAND","ADAK",c(174.107672, 52.722466),"Earekson Air Station, Shemya Island, Aleutian Islands, Alaska","shemya island, aleutian islands, alaska",c(174.113615264899, 52.7139660495138)
"9362",8351,748,"PORT REFINERY SITE","55 HILLANDALE RD","RYE BROOK",c(-73.67345, 41.02816),"Westchester County Airport, Westchester County, New York","westchester county, new york",c(-73.7086641, 41.0683325)
"9363",8352,734,"ROWE INDUSTRIES GROUND WATER CONTAMINATION","NOYACK ROAD","SAG HARBOR",c(-72.3, 40.982781),"East Hampton Airport, East Hampton Town & Wainscott, Suffolk County, New York","east hampton town & wainscott, suffolk county, new york",c(-72.2480167, 40.9609915)
"9364",8355,829,"SHUSHAN BENTWOOD I","61 VALE STREET","SALEM",c(-73.33201, 43.17567),"Stunderland Municipal Landfill, Stunderland, Bennington County, Vermont","stunderland, bennington county, vermont",c(-73.2029487, 43.0911397)
"9365",8356,743,"MOUNT HOPE ROAD","MOUNT HOPE ROAD","SANBORN",c(-78.92731, 43.16271),"Niagara Falls ARS, Niagara Falls, Niagara County, New York","niagara falls, niagara county, new york",c(-78.9415629, 43.1163078)
"9366",8357,743,"UNIVERSAL FINE CHEMICALS INC SPILL","6351 INDUCON DR E","SANBORN",c(-78.917265, 43.120561),"Niagara Falls ARS, Niagara Falls, Niagara County, New York","niagara falls, niagara county, new york",c(-78.9415629, 43.1163078)
"9367",8358,732,"SAND LAKE LF.","CHAMBERLAIN RD.","SAND LAKE",c(-73.526047, 42.703976),"Cohoes Norlite Facility, Cohoes, Albany County, New York","cohoes, albany county, new york",c(-73.7031475, 42.754628)
"9368",8358,744,"SAND LAKE LF.","CHAMBERLAIN RD.","SAND LAKE",c(-73.526047, 42.703976),"Petersburgh, Petersburgh/Rensselaer County, New York","petersburgh/rensselaer county, new york",c(-73.3413948, 42.7508272)
"9369",8371,741,"PEERLESS PHOTO PRODUCTS INC","ROUTE 25A & RANDALL ROAD","SHOREHAM",c(-72.897939, 40.947765),"Naval Weapons Industrial Reserve Plant, Calverton, Riverhead, Suffolk County, New York","riverhead, suffolk county, new york",c(-72.7434331, 40.9064873)
"9370",8371,747,"PEERLESS PHOTO PRODUCTS INC","ROUTE 25A & RANDALL ROAD","SHOREHAM",c(-72.897939, 40.947765),"Suffolk County Firematics Training Facility, Yaphank, Suffolk County, New York","yaphank, suffolk county, new york",c(-72.9170487, 40.8367653)
"9371",8372,829,"US EPA REGION 2 - SHUSHAN BENTWOOD II SITE","12 COUNTY ROAD 64A","SHUSHAN",c(-73.34483, 43.09203),"Stunderland Municipal Landfill, Stunderland, Bennington County, Vermont","stunderland, bennington county, vermont",c(-73.2029487, 43.0911397)
"9372",8384,731,"BBS TREATED LUMBER","1338 SPEONK RIVERHEAD ROAD","SPEONK",c(-72.696558, 40.841821),"Air National Guard Base at Gabreski Airport, Westhampton Beach, Suffolk County, New York","westhampton beach, suffolk county, new york",c(-72.6444957, 40.837923)
"9373",8384,738,"BBS TREATED LUMBER","1338 SPEONK RIVERHEAD ROAD","SPEONK",c(-72.696558, 40.841821),"Hampton Bays Fire Station, Hampton Bays, Suffolk County, New York","hampton bays, suffolk county, new york",c(-72.5267056, 40.8770687)
"9374",8384,741,"BBS TREATED LUMBER","1338 SPEONK RIVERHEAD ROAD","SPEONK",c(-72.696558, 40.841821),"Naval Weapons Industrial Reserve Plant, Calverton, Riverhead, Suffolk County, New York","riverhead, suffolk county, new york",c(-72.7434331, 40.9064873)
"9375",8385,731,"SPEONK COMMONS","NORTH PHILLIPS AVENUE","SPEONK",c(-72.706944, 40.820556),"Air National Guard Base at Gabreski Airport, Westhampton Beach, Suffolk County, New York","westhampton beach, suffolk county, new york",c(-72.6444957, 40.837923)
"9376",8385,741,"SPEONK COMMONS","NORTH PHILLIPS AVENUE","SPEONK",c(-72.706944, 40.820556),"Naval Weapons Industrial Reserve Plant, Calverton, Riverhead, Suffolk County, New York","riverhead, suffolk county, new york",c(-72.7434331, 40.9064873)
"9377",8406,739,"509 UNIVERSITY AVE HAZMAT RESPONSE","509 UNIVERSITY AVENUE","SYRACUSE",c(-76.1344, 43.04419),"Hancock Field ANG Base, Syracuse, Onondaga County, New York","syracuse, onondaga county, new york",c(-76.104578, 43.102361)
"9378",8407,739,"ONONDAGA LAKE","LAKE BOTTOM OU","SYRACUSE",c(-76.208056, 43.069444),"Hancock Field ANG Base, Syracuse, Onondaga County, New York","syracuse, onondaga county, new york",c(-76.104578, 43.102361)
"9379",8408,739,"OTISCA OIL","900 NORTH MCBRIDE STREET","SYRACUSE",c(-76.14884, 43.05925),"Hancock Field ANG Base, Syracuse, Onondaga County, New York","syracuse, onondaga county, new york",c(-76.104578, 43.102361)
"9380",8409,739,"QUANTA RESOURCES CORPORATION","2802-2810 LODI ST","SYRACUSE",c(-76.16668, 43.06901),"Hancock Field ANG Base, Syracuse, Onondaga County, New York","syracuse, onondaga county, new york",c(-76.104578, 43.102361)
"9381",8410,739,"WINKLEMAN PROPERTY","101-113 GREENWAY AVENUE","SYRACUSE",c(-76.11928, 43.05268),"Hancock Field ANG Base, Syracuse, Onondaga County, New York","syracuse, onondaga county, new york",c(-76.104578, 43.102361)
"9382",8412,743,"ASHLAND DISTRIBUTION CO","3701 RIVER ROAD","TONAWANDA",c(-78.917129, 42.99841),"Niagara Falls ARS, Niagara Falls, Niagara County, New York","niagara falls, niagara county, new york",c(-78.9415629, 43.1163078)
"9383",8413,743,"COLUMBUS MCKINNON CORP","1 FREMONT STREET","TONAWANDA",c(-78.869137, 43.015644),"Niagara Falls ARS, Niagara Falls, Niagara County, New York","niagara falls, niagara county, new york",c(-78.9415629, 43.1163078)
"9384",8416,743,"NIAGARA LANDFILL INC - NIAGARA LANDFILL","4825 RIVER RD","TONAWANDA",c(-78.92535, 43.00174),"Niagara Falls ARS, Niagara Falls, Niagara County, New York","niagara falls, niagara county, new york",c(-78.9415629, 43.1163078)
"9385",8418,743,"SAWYER AVENUE PESTICIDE RESPONSE","300 SAWYER AVENUE","TONAWANDA",c(-78.91876, 42.9769),"Niagara Falls ARS, Niagara Falls, Niagara County, New York","niagara falls, niagara county, new york",c(-78.9415629, 43.1163078)
"9386",8419,743,"TONAWANDA CHLORINE SPILL","277 KOHLER STREET","TONAWANDA",c(-78.88332, 43.00984),"Niagara Falls ARS, Niagara Falls, Niagara County, New York","niagara falls, niagara county, new york",c(-78.9415629, 43.1163078)
"9387",8420,743,"TONAWANDA COKE CORPORATION AND KIRCHNER, LLC","3875 RIVER ROAD","TONAWANDA",c(-78.93488, 42.98098),"Niagara Falls ARS, Niagara Falls, Niagara County, New York","niagara falls, niagara county, new york",c(-78.9415629, 43.1163078)
"9388",8421,743,"TONAWANDA LF","199 WALES AVE","TONAWANDA",c(-78.85962, 43.017),"Niagara Falls ARS, Niagara Falls, Niagara County, New York","niagara falls, niagara county, new york",c(-78.9415629, 43.1163078)
"9389",8422,743,"UNITED REFINING COMPANY - TONAWANDA TERMINAL","4545 RIVER ROAD","TONAWANDA",c(-78.919526, 42.992337),"Niagara Falls ARS, Niagara Falls, Niagara County, New York","niagara falls, niagara county, new york",c(-78.9415629, 43.1163078)
"9390",8423,745,"YATES COUNTY LANDFILL","LONG POINT AND DOWNEY ROADS","TORREY",c(-76.93267, 42.65004),"Seneca Army Ammunition Plant (Depot), Seneca County, New York","seneca county, new york",c(-76.860565, 42.7350308)
"9391",8424,737,"BLACK RIVER PCBS","END OF HEWITT DRIVE","TOWN OF CHAMPION",c(-75.627753, 43.984269),"Fort Drum, Fort Drum (CDP), Jefferson County, New York","fort drum (cdp), jefferson county, new york",c(-75.7487779, 44.0580482)
"9392",8427,743,"4435-4445 MILITARY ROAD","4435-4445 MILITARY ROAD","TOWN OF NIAGARA",c(-79.00419, 43.12717),"Niagara Falls ARS, Niagara Falls, Niagara County, New York","niagara falls, niagara county, new york",c(-78.9415629, 43.1163078)
"9393",8428,739,"OLD SALINA LANDFILL","ROUTE 11 AND WOLF STREET","TOWN OF SALINA",c(-76.15, 43.090169),"Hancock Field ANG Base, Syracuse, Onondaga County, New York","syracuse, onondaga county, new york",c(-76.104578, 43.102361)
"9394",8429,731,"STECK & PHILBIN LF","OLD NORTHPORT ROAD","TOWN OF SMITHTOWN",c(-72.51, 40.884504),"Air National Guard Base at Gabreski Airport, Westhampton Beach, Suffolk County, New York","westhampton beach, suffolk county, new york",c(-72.6444957, 40.837923)
"9395",8429,738,"STECK & PHILBIN LF","OLD NORTHPORT ROAD","TOWN OF SMITHTOWN",c(-72.51, 40.884504),"Hampton Bays Fire Station, Hampton Bays, Suffolk County, New York","hampton bays, suffolk county, new york",c(-72.5267056, 40.8770687)
"9396",8431,732,"HONEYWELL INTERNATIONAL INC","3 TIBBITS AVE","TROY",c(-73.695833, 42.748889),"Cohoes Norlite Facility, Cohoes, Albany County, New York","cohoes, albany county, new york",c(-73.7031475, 42.754628)
"9397",8432,748,"FORMER MARBLE QUARRY LANDFILL (FMQLF)","109 MARBLEDALE ROAD","TUCKAHOE",c(-73.82003, 40.95325),"Westchester County Airport, Westchester County, New York","westchester county, new york",c(-73.7086641, 41.0683325)
"9398",8435,741,"BROOKHAVEN NATIONAL LABORATORY","53 BELL AVENUE","UPTON",c(-72.869583, 40.86),"Naval Weapons Industrial Reserve Plant, Calverton, Riverhead, Suffolk County, New York","riverhead, suffolk county, new york",c(-72.7434331, 40.9064873)
"9399",8435,747,"BROOKHAVEN NATIONAL LABORATORY","53 BELL AVENUE","UPTON",c(-72.869583, 40.86),"Suffolk County Firematics Training Facility, Yaphank, Suffolk County, New York","yaphank, suffolk county, new york",c(-72.9170487, 40.8367653)
"9400",8455,742,"WAPPINGER CREEK","WAPPINGER CREEK, DOWNSTREAM OF WAPPINGERS FALLS","WAPPINGER FALLS, TOWN OF WAPPINGER, TOWN OF POUGHKEEPSIE",c(-73.927136, 41.597684),"New Windsor Landfill, New Windsor, Orange County, New York","new windsor, orange county, new york",c(-74.0187116, 41.4880054)
"9401",8459,732,"BELL-FAB MFG CORP","380 HUDSON RIVER RD","WATERFORD",c(-73.66717, 42.82437),"Cohoes Norlite Facility, Cohoes, Albany County, New York","cohoes, albany county, new york",c(-73.7031475, 42.754628)
"9402",8460,732,"NYSDEC - FRIEDRICHSOHN COOPERAGE","153-155 SARATOGA AVENUE","WATERFORD",c(-73.69005, 42.78908),"Cohoes Norlite Facility, Cohoes, Albany County, New York","cohoes, albany county, new york",c(-73.7031475, 42.754628)
"9403",8463,732,"ADIRONDACK STEEL","SHAKER RD","WATERVLIET",c(-73.718889, 42.718889),"Cohoes Norlite Facility, Cohoes, Albany County, New York","cohoes, albany county, new york",c(-73.7031475, 42.754628)
"9404",8482,743,"NIAGARA COUNTY REFUSE","WITMER RD","WHEATFIELD",c(-78.906111, 43.06055),"Niagara Falls ARS, Niagara Falls, Niagara County, New York","niagara falls, niagara county, new york",c(-78.9415629, 43.1163078)
"9405",8485,735,"WHITESTOWN LF","SHACKSBURY RD","WHITESTOWN",c(-75.32371, 43.14964),"Former Griffiss AFB, Rome, Oneida County, New York","rome, oneida county, new york",c(-75.4051114, 43.2258402)
"9406",8509,762,"JOHN MERCER PROPERTY","3780 HARDSCRABBLE ROAD","ALEXANDRIA",c(-82.587735, 40.11412),"Former Newark AFB, Heath, Ohio","heath, ohio",c(-82.4700308, 40.0215512)
"9407",8532,761,"LAMMERS BARREL FACTORY","EAST PATTERSON & GRANGE HILL","BEAVER CREEK",c(-84.084306, 39.726389),"Former Gentile Air Force Station, Kettering, Montgomery County, Ohio","kettering, montgomery county, ohio",c(-84.1688274, 39.6895036)
"9408",8532,765,"LAMMERS BARREL FACTORY","EAST PATTERSON & GRANGE HILL","BEAVER CREEK",c(-84.084306, 39.726389),"Wright-Patterson Air Force Base, Dayton, Ohio","dayton, ohio",c(-84.0537448, 39.8137298)
"9409",8533,761,"DURNBAUGH ROAD SITE","1451 DURNBAUGH ROAD","BEAVERCREEK",c(-84.06904, 39.73271),"Former Gentile Air Force Station, Kettering, Montgomery County, Ohio","kettering, montgomery county, ohio",c(-84.1688274, 39.6895036)
"9410",8533,765,"DURNBAUGH ROAD SITE","1451 DURNBAUGH ROAD","BEAVERCREEK",c(-84.06904, 39.73271),"Wright-Patterson Air Force Base, Dayton, Ohio","dayton, ohio",c(-84.0537448, 39.8137298)
"9411",8537,844,"BELPRE ER-KRATON POLYMERS","2982 WASHINGTON","BELPRE",c(-81.63545, 39.27823),"DuPont Washington Works facility, Parkersburg, West Virginia","parkersburg, west virginia",c(-81.6678746, 39.2665157)
"9412",8538,844,"KRATON POLYMERS BELPRE PLANT","2419 STATE ROUTE 618","BELPRE",c(-81.637901, 39.281072),"DuPont Washington Works facility, Parkersburg, West Virginia","parkersburg, west virginia",c(-81.6678746, 39.2665157)
"9413",8567,761,"YANKEE COVE COURT MERCURY SPILL","8838 YANKEE COVE COURT","CENTERVILLE",c(-84.19772, 39.61887),"Former Gentile Air Force Station, Kettering, Montgomery County, Ohio","kettering, montgomery county, ohio",c(-84.1688274, 39.6895036)
"9414",8658,763,"ALUM CREEK BIKE PATH DRUM SITE","SOUTH INTEGRITY DR. OFF ALUM CREEK","COLUMBUS",c(-82.93667, 39.93351),"Rickenbacker ANGB, Lockbourne, Franklin County, Ohio","lockbourne, franklin county, ohio",c(-82.9692863, 39.8089185)
"9415",8659,760,"ASARCO INC  *","1363 WINDSOR AVENUE","COLUMBUS",c(-82.97, 39.99672),"Air Force Plant 85, Columbus, Franklin County, Ohio","columbus, franklin county, ohio",c(-82.9963818, 40.1200759)
"9416",8660,760,"AUDREY ROAD MERCURY CLEANUP","1769 AUDREY ROAD","COLUMBUS",c(-82.966414, 40.034272),"Air Force Plant 85, Columbus, Franklin County, Ohio","columbus, franklin county, ohio",c(-82.9963818, 40.1200759)
"9417",8661,760,"CALIFORNIA AVENUE MERCURY SPILL","168 W CALIFORNIA AVE","COLUMBUS",c(-83.01914, 40.02605),"Air Force Plant 85, Columbus, Franklin County, Ohio","columbus, franklin county, ohio",c(-82.9963818, 40.1200759)
"9418",8662,760,"CLINTON HEIGHTS MERCURY ER SITE","439 CLINTON HEIGHTS AVENUE","COLUMBUS",c(-83.00315, 40.0301),"Air Force Plant 85, Columbus, Franklin County, Ohio","columbus, franklin county, ohio",c(-82.9963818, 40.1200759)
"9419",8663,760,"COLUMBUS AUTO PARTS","0.33","COLUMBUS",c(-82.995556, 40.014722),"Air Force Plant 85, Columbus, Franklin County, Ohio","columbus, franklin county, ohio",c(-82.9963818, 40.1200759)
"9420",8664,763,"COLUMBUS SCRAP","580 FURNACE ST","COLUMBUS",c(-83.008959, 39.950185),"Rickenbacker ANGB, Lockbourne, Franklin County, Ohio","lockbourne, franklin county, ohio",c(-82.9692863, 39.8089185)
"9421",8665,760,"COLUMBUS TRAIN DERAILMENT","300 YARD NORTHWEST OF 1333 FIELDS AVE","COLUMBUS",c(-82.994113, 39.992246),"Air Force Plant 85, Columbus, Franklin County, Ohio","columbus, franklin county, ohio",c(-82.9963818, 40.1200759)
"9422",8666,760,"CUSTOM CLEANERS INC","1260 MORSE RD","COLUMBUS",c(-82.985263, 40.061029),"Air Force Plant 85, Columbus, Franklin County, Ohio","columbus, franklin county, ohio",c(-82.9963818, 40.1200759)
"9423",8667,760,"DECORATIVE SURFACES INTERNATIONAL, INC.","1280 NORTH GRANT AVENUE","COLUMBUS",c(-82.99604, 39.9897),"Air Force Plant 85, Columbus, Franklin County, Ohio","columbus, franklin county, ohio",c(-82.9963818, 40.1200759)
"9424",8668,760,"FORSYTHE AVENUE MERCURY SPILL","1377 FORSYTHE AVE","COLUMBUS",c(-83.0119, 39.98962),"Air Force Plant 85, Columbus, Franklin County, Ohio","columbus, franklin county, ohio",c(-82.9963818, 40.1200759)
"9425",8669,763,"INTEGRITY DRIVE SOUTH DRUM DUMP","INTEGRITY DRIVE, SOUTH","COLUMBUS",c(-82.93667, 39.93351),"Rickenbacker ANGB, Lockbourne, Franklin County, Ohio","lockbourne, franklin county, ohio",c(-82.9692863, 39.8089185)
"9426",8670,760,"MAIZE RD. MERCURY SPILL","3866 MAIZE RD.","COLUMBUS",c(-82.98864, 40.04406),"Air Force Plant 85, Columbus, Franklin County, Ohio","columbus, franklin county, ohio",c(-82.9963818, 40.1200759)
"9427",8671,760,"MARYLAND AVENUE RESIDENTIAL PROPERTIES","SE FROM INTERSECTION OF MARYLAND AVE & GRAHAM AVE.","COLUMBUS",c(-82.964444, 39.978056),"Air Force Plant 85, Columbus, Franklin County, Ohio","columbus, franklin county, ohio",c(-82.9963818, 40.1200759)
"9428",8673,763,"PAMELLA DRIVE MERCURY SPILL","2858 PAMELLA DR.","COLUMBUS",c(-82.96127, 39.90652),"Rickenbacker ANGB, Lockbourne, Franklin County, Ohio","lockbourne, franklin county, ohio",c(-82.9692863, 39.8089185)
"9429",8674,763,"RICKENBACKER AIR NATIONAL GUARD BASE","7161 2ND ST","COLUMBUS",c(-82.94297, 39.82046),"Rickenbacker ANGB, Lockbourne, Franklin County, Ohio","lockbourne, franklin county, ohio",c(-82.9692863, 39.8089185)
"9430",8675,760,"ROOSTER RESTAURANT MERCURY","2054 EAST DUBLIN-GRANVILLE ROAD","COLUMBUS",c(-82.962731, 40.086828),"Air Force Plant 85, Columbus, Franklin County, Ohio","columbus, franklin county, ohio",c(-82.9963818, 40.1200759)
"9431",8676,763,"STEWART AVENUE LEAD SITE","803 EAST STEWART AVENUE","COLUMBUS",c(-82.97471, 39.94107),"Rickenbacker ANGB, Lockbourne, Franklin County, Ohio","lockbourne, franklin county, ohio",c(-82.9692863, 39.8089185)
"9432",8691,761,"CAPITOL CLEANERS - DAYTON","3970 S. DIXIE HWY.","DAYTON",c(-84.210655, 39.694873),"Former Gentile Air Force Station, Kettering, Montgomery County, Ohio","kettering, montgomery county, ohio",c(-84.1688274, 39.6895036)
"9433",8692,761,"CONCORD ASBESTOS SITE","306 HOPELAND AVENUE","DAYTON",c(-84.199614, 39.744215),"Former Gentile Air Force Station, Kettering, Montgomery County, Ohio","kettering, montgomery county, ohio",c(-84.1688274, 39.6895036)
"9434",8692,765,"CONCORD ASBESTOS SITE","306 HOPELAND AVENUE","DAYTON",c(-84.199614, 39.744215),"Wright-Patterson Air Force Base, Dayton, Ohio","dayton, ohio",c(-84.0537448, 39.8137298)
"9435",8693,761,"CUSTOM CHROME PLATING INC, CHROME DIV","828 HALL AVENUE","DAYTON",c(-84.18594, 39.78373),"Former Gentile Air Force Station, Kettering, Montgomery County, Ohio","kettering, montgomery county, ohio",c(-84.1688274, 39.6895036)
"9436",8693,765,"CUSTOM CHROME PLATING INC, CHROME DIV","828 HALL AVENUE","DAYTON",c(-84.18594, 39.78373),"Wright-Patterson Air Force Base, Dayton, Ohio","dayton, ohio",c(-84.0537448, 39.8137298)
"9437",8694,761,"DAYTON ELECTROPLATE","1030 VALLEY ST","DAYTON",c(-84.16368, 39.77941),"Former Gentile Air Force Station, Kettering, Montgomery County, Ohio","kettering, montgomery county, ohio",c(-84.1688274, 39.6895036)
"9438",8694,765,"DAYTON ELECTROPLATE","1030 VALLEY ST","DAYTON",c(-84.16368, 39.77941),"Wright-Patterson Air Force Base, Dayton, Ohio","dayton, ohio",c(-84.0537448, 39.8137298)
"9439",8695,761,"DAYTON X-RAY SITE","1150 WEST SECOND ST","DAYTON",c(-84.2112, 39.75746),"Former Gentile Air Force Station, Kettering, Montgomery County, Ohio","kettering, montgomery county, ohio",c(-84.1688274, 39.6895036)
"9440",8695,765,"DAYTON X-RAY SITE","1150 WEST SECOND ST","DAYTON",c(-84.2112, 39.75746),"Wright-Patterson Air Force Base, Dayton, Ohio","dayton, ohio",c(-84.0537448, 39.8137298)
"9441",8696,761,"DEFENSE ELECTRONIC SUPPLY CENTER  ,","1507 WILMINGTON PIKE","DAYTON",c(-84.14966, 39.72071),"Former Gentile Air Force Station, Kettering, Montgomery County, Ohio","kettering, montgomery county, ohio",c(-84.1688274, 39.6895036)
"9442",8696,765,"DEFENSE ELECTRONIC SUPPLY CENTER  ,","1507 WILMINGTON PIKE","DAYTON",c(-84.14966, 39.72071),"Wright-Patterson Air Force Base, Dayton, Ohio","dayton, ohio",c(-84.0537448, 39.8137298)
"9443",8697,761,"DELPHI VOC SITE","2701 HOME AVENUE","DAYTON",c(-84.23825, 39.74745),"Former Gentile Air Force Station, Kettering, Montgomery County, Ohio","kettering, montgomery county, ohio",c(-84.1688274, 39.6895036)
"9444",8698,761,"FORMER SIMCLAR FACILITY","1784 STANLEY AVE","DAYTON",c(-84.18578, 39.78773),"Former Gentile Air Force Station, Kettering, Montgomery County, Ohio","kettering, montgomery county, ohio",c(-84.1688274, 39.6895036)
"9445",8698,765,"FORMER SIMCLAR FACILITY","1784 STANLEY AVE","DAYTON",c(-84.18578, 39.78773),"Wright-Patterson Air Force Base, Dayton, Ohio","dayton, ohio",c(-84.0537448, 39.8137298)
"9446",8699,761,"GHR FOUNDRY DIV DAYTON MALLEABLE IRON I","400 DETRICK STREET","DAYTON",c(-84.180923, 39.770204),"Former Gentile Air Force Station, Kettering, Montgomery County, Ohio","kettering, montgomery county, ohio",c(-84.1688274, 39.6895036)
